device_id  ,user_id  ,device_type  ,os  ,ip_address  ,is_compromised
DEV00401,USR00401,Linux Desktop,iOS 15,31.221.201.3,1
DEV00402,USR00402,ChromeOS Laptop,macOS Monterey,41.246.151.10,0
DEV00403,USR00403,iPhone,iOS 17,223.227.58.134,0
DEV00404,USR00404,ChromeOS Laptop,Windows 10,49.216.190.218,1
DEV00405,USR00405,iPad,ChromeOS,64.121.62.147,1
DEV00406,USR00406,Android Mobile,Android 14,226.24.33.4,1
DEV00407,USR00407,iPhone,macOS Monterey,199.21.129.108,1
DEV00408,USR00408,Linux Desktop,iOS 15,185.186.120.35,1
DEV00409,USR00409,MacBook,iOS 17,35.114.233.80,0
DEV00410,USR00410,Windows Desktop,Windows 10,42.66.204.118,0
DEV00411,USR00411,Linux Desktop,Windows 11,137.13.183.72,1
DEV00412,USR00412,Android Mobile,Linux Fedora,135.175.19.176,0
DEV00413,USR00413,iPhone,Android 14,241.128.60.227,1
DEV00414,USR00414,ChromeOS Laptop,iOS 16,135.157.232.122,1
DEV00415,USR00415,MacBook,Windows 8,117.82.217.55,1
DEV00416,USR00416,Windows Laptop,Windows 8,201.161.45.51,1
DEV00417,USR00417,Android Tablet,macOS Ventura,103.234.219.154,1
DEV00418,USR00418,MacBook,ChromeOS,74.122.44.90,1
DEV00419,USR00419,ChromeOS Laptop,macOS Ventura,190.224.157.66,1
DEV00420,USR00420,Unknown Device,Windows 11,100.3.129.74,0
DEV00421,USR00421,iPad,Windows 11,223.186.241.57,0
DEV00422,USR00422,Unknown Device,Linux Ubuntu,93.64.175.184,0
DEV00423,USR00423,Windows Desktop,macOS Monterey,5.221.192.93,1
DEV00424,USR00424,MacBook,Linux Ubuntu,241.141.237.121,0
DEV00425,USR00425,iPad,Android 13,121.253.107.220,1
DEV00426,USR00426,iPad,iOS 17,63.223.221.131,0
DEV00427,USR00427,Windows Desktop,macOS Ventura,75.224.172.149,1
DEV00428,USR00428,ChromeOS Laptop,Windows 8,165.187.8.48,0
DEV00429,USR00429,MacBook,ChromeOS,167.124.158.33,1
DEV00430,USR00430,Android Mobile,Linux Ubuntu,82.151.250.215,0
DEV00431,USR00431,ChromeOS Laptop,Android 13,20.124.235.19,0
DEV00432,USR00432,MacBook,Android 12,33.201.227.178,1
DEV00433,USR00433,Android Tablet,ChromeOS,230.3.16.18,1
DEV00434,USR00434,Android Tablet,iOS 15,177.156.40.17,1
DEV00435,USR00435,Unknown Device,macOS Sonoma,125.184.200.252,0
DEV00436,USR00436,Windows Desktop,macOS Sonoma,79.203.8.107,1
DEV00437,USR00437,Android Tablet,macOS Ventura,182.121.122.208,0
DEV00438,USR00438,Unknown Device,Windows 10,44.97.197.163,0
DEV00439,USR00439,iPad,iOS 16,28.88.164.107,0
DEV00440,USR00440,Windows Laptop,Windows 11,35.251.58.68,0
DEV00441,USR00441,Linux Desktop,iOS 17,83.72.108.163,1
DEV00442,USR00442,Windows Laptop,iOS 15,75.65.156.174,1
DEV00443,USR00443,Windows Desktop,Android 12,201.73.5.203,1
DEV00444,USR00444,Android Tablet,Android 13,161.15.3.68,0
DEV00445,USR00445,Unknown Device,Android 12,216.13.235.156,0
DEV00446,USR00446,ChromeOS Laptop,iOS 15,88.94.19.49,0
DEV00447,USR00447,Windows Desktop,Android 12,111.230.156.111,1
DEV00448,USR00448,iPad,Android 12,93.101.75.82,0
DEV00449,USR00449,iPhone,iOS 15,233.41.122.104,0
DEV00450,USR00450,Android Mobile,Linux Fedora,101.22.123.160,0
DEV00451,USR00451,iPhone,Windows 11,10.85.141.39,0
DEV00452,USR00452,MacBook,ChromeOS,13.122.60.217,0
DEV00453,USR00453,MacBook,macOS Monterey,199.118.64.10,0
DEV00454,USR00454,Windows Desktop,ChromeOS,178.145.107.231,1
DEV00455,USR00455,Android Mobile,iOS 17,139.32.154.160,1
DEV00456,USR00456,Windows Laptop,Linux Ubuntu,203.133.240.146,1
DEV00457,USR00457,MacBook,Windows 11,137.207.168.105,0
DEV00458,USR00458,Linux Desktop,Android 12,143.192.40.52,0
DEV00459,USR00459,Android Mobile,iOS 17,200.211.141.219,1
DEV00460,USR00460,Android Mobile,iOS 15,74.238.177.197,1
DEV00461,USR00461,Android Tablet,ChromeOS,210.169.209.223,1
DEV00462,USR00462,Linux Desktop,ChromeOS,78.255.237.222,0
DEV00463,USR00463,iPhone,macOS Monterey,40.46.216.9,1
DEV00464,USR00464,Windows Laptop,Android 13,209.188.139.73,0
DEV00465,USR00465,iPad,macOS Sonoma,188.100.239.254,1
DEV00466,USR00466,Android Tablet,iOS 17,97.195.147.239,1
DEV00467,USR00467,Windows Desktop,macOS Ventura,217.103.211.40,1
DEV00468,USR00468,ChromeOS Laptop,Linux Ubuntu,109.192.1.88,1
DEV00469,USR00469,Linux Desktop,macOS Ventura,220.235.75.117,1
DEV00470,USR00470,Linux Desktop,Android 13,36.32.221.163,0
DEV00471,USR00471,iPad,Android 12,251.125.219.31,1
DEV00472,USR00472,Windows Desktop,Linux Ubuntu,94.127.252.43,1
DEV00473,USR00473,MacBook,Android 13,62.119.43.29,0
DEV00474,USR00474,Windows Laptop,Linux Ubuntu,143.166.224.216,0
DEV00475,USR00475,iPhone,Linux Fedora,192.163.207.109,1
DEV00476,USR00476,Unknown Device,macOS Monterey,57.121.181.36,0
DEV00477,USR00477,Android Tablet,Android 12,45.10.197.39,0
DEV00478,USR00478,Unknown Device,macOS Sonoma,251.11.248.217,0
DEV00479,USR00479,Android Tablet,ChromeOS,75.151.144.219,0
DEV00480,USR00480,Linux Desktop,Android 14,104.56.130.97,0
DEV00481,USR00481,Linux Desktop,macOS Ventura,140.128.181.156,1
DEV00482,USR00482,Android Mobile,Android 12,205.99.117.70,1
DEV00483,USR00483,Android Mobile,iOS 15,110.145.138.157,1
DEV00484,USR00484,ChromeOS Laptop,ChromeOS,79.69.112.131,0
DEV00485,USR00485,MacBook,Windows 8,69.107.60.230,0
DEV00486,USR00486,Windows Desktop,Android 14,48.178.142.227,1
DEV00487,USR00487,Unknown Device,Windows 11,106.140.47.182,0
DEV00488,USR00488,MacBook,Linux Fedora,91.51.8.57,1
DEV00489,USR00489,Linux Desktop,Android 12,101.121.228.19,0
DEV00490,USR00490,Android Tablet,iOS 16,150.89.105.71,1
DEV00491,USR00491,ChromeOS Laptop,macOS Ventura,181.35.175.125,1
DEV00492,USR00492,Linux Desktop,macOS Sonoma,220.193.14.102,1
DEV00493,USR00493,Windows Desktop,Linux Fedora,86.67.40.224,1
DEV00494,USR00494,Android Tablet,Windows 8,165.98.46.124,0
DEV00495,USR00495,ChromeOS Laptop,Android 12,128.162.73.154,0
DEV00496,USR00496,iPhone,Linux Fedora,135.204.133.222,1
DEV00497,USR00497,Linux Desktop,Android 12,246.4.104.206,0
DEV00498,USR00498,Linux Desktop,Android 12,119.164.81.73,1
DEV00499,USR00499,Windows Laptop,Linux Fedora,84.156.118.15,1
DEV00500,USR00500,MacBook,Windows 10,154.61.51.146,1
DEV00501,USR00501,Windows Desktop,Windows 8,111.102.8.42,1
DEV00502,USR00502,Windows Laptop,Linux Fedora,44.158.211.116,0
DEV00503,USR00503,Android Tablet,Android 13,116.226.129.7,1
DEV00504,USR00504,Android Mobile,Linux Fedora,35.3.34.16,1
DEV00505,USR00505,Android Tablet,macOS Ventura,204.219.22.165,0
DEV00506,USR00506,Linux Desktop,iOS 17,153.244.106.189,1
DEV00507,USR00507,Unknown Device,macOS Monterey,93.213.54.8,1
DEV00508,USR00508,Linux Desktop,iOS 17,188.212.212.225,1
DEV00509,USR00509,Linux Desktop,Linux Fedora,10.154.89.145,1
DEV00510,USR00510,iPhone,ChromeOS,145.43.63.76,0
DEV00511,USR00511,iPad,Windows 11,148.169.147.46,1
DEV00512,USR00512,Windows Laptop,Linux Ubuntu,250.235.1.37,1
DEV00513,USR00513,Linux Desktop,ChromeOS,159.104.211.203,0
DEV00514,USR00514,MacBook,ChromeOS,237.240.142.174,1
DEV00515,USR00515,MacBook,iOS 15,168.71.248.21,0
DEV00516,USR00516,Windows Laptop,Android 13,90.5.187.24,1
DEV00517,USR00517,Windows Laptop,ChromeOS,201.111.244.115,1
DEV00518,USR00518,ChromeOS Laptop,Linux Ubuntu,71.112.59.212,1
DEV00519,USR00519,iPad,macOS Sonoma,203.36.159.233,1
DEV00520,USR00520,Android Tablet,macOS Sonoma,170.27.152.204,0
DEV00521,USR00521,iPad,macOS Sonoma,195.113.116.134,0
DEV00522,USR00522,Android Tablet,iOS 15,124.160.231.24,0
DEV00523,USR00523,iPad,Windows 10,239.201.134.99,1
DEV00524,USR00524,Android Tablet,Windows 10,233.92.229.203,1
DEV00525,USR00525,Windows Laptop,Linux Fedora,107.246.105.17,0
DEV00526,USR00526,Unknown Device,iOS 16,164.232.228.21,1
DEV00527,USR00527,Windows Laptop,Linux Fedora,237.59.21.80,1
DEV00528,USR00528,iPhone,Windows 11,58.13.244.19,1
DEV00529,USR00529,MacBook,Linux Fedora,178.154.44.47,0
DEV00530,USR00530,Android Tablet,Windows 10,145.129.122.48,0
DEV00531,USR00531,Linux Desktop,macOS Sonoma,52.35.233.131,1
DEV00532,USR00532,Unknown Device,macOS Monterey,37.105.70.143,1
DEV00533,USR00533,ChromeOS Laptop,Android 12,199.89.101.221,0
DEV00534,USR00534,Android Mobile,iOS 17,197.123.252.154,1
DEV00535,USR00535,iPad,Android 13,187.36.164.253,0
DEV00536,USR00536,Android Tablet,iOS 16,166.180.51.201,1
DEV00537,USR00537,Linux Desktop,iOS 15,72.200.178.244,1
DEV00538,USR00538,Android Mobile,Android 13,255.188.71.53,1
DEV00539,USR00539,MacBook,iOS 15,80.153.184.38,0
DEV00540,USR00540,Android Tablet,macOS Monterey,56.39.120.104,0
DEV00541,USR00541,Android Mobile,macOS Sonoma,154.95.27.73,0
DEV00542,USR00542,Android Tablet,Windows 8,16.236.174.182,1
DEV00543,USR00543,Windows Desktop,Linux Fedora,155.190.144.96,1
DEV00544,USR00544,Windows Laptop,Windows 8,202.98.81.225,1
DEV00545,USR00545,Linux Desktop,Linux Fedora,138.186.8.233,1
DEV00546,USR00546,ChromeOS Laptop,iOS 15,181.25.23.2,0
DEV00547,USR00547,Android Tablet,ChromeOS,117.69.245.211,0
DEV00548,USR00548,ChromeOS Laptop,Linux Fedora,210.231.187.162,0
DEV00549,USR00549,Windows Laptop,Windows 8,30.28.78.192,0
DEV00550,USR00550,ChromeOS Laptop,ChromeOS,91.73.100.185,1
DEV00551,USR00551,Windows Desktop,ChromeOS,180.239.171.7,1
DEV00552,USR00552,Unknown Device,macOS Sonoma,175.95.37.45,0
DEV00553,USR00553,Linux Desktop,iOS 17,219.178.252.74,0
DEV00554,USR00554,MacBook,Windows 11,68.70.152.229,0
DEV00555,USR00555,Windows Laptop,iOS 16,119.74.146.153,0
DEV00556,USR00556,iPad,Android 14,74.113.52.243,0
DEV00557,USR00557,Windows Desktop,Windows 11,60.131.147.133,0
DEV00558,USR00558,iPhone,iOS 15,45.86.229.9,1
DEV00559,USR00559,MacBook,iOS 15,190.61.245.183,0
DEV00560,USR00560,Windows Desktop,Windows 10,185.183.237.227,1
DEV00561,USR00561,MacBook,macOS Sonoma,73.149.109.222,0
DEV00562,USR00562,Windows Laptop,Android 12,218.23.197.138,1
DEV00563,USR00563,Linux Desktop,Android 14,23.196.58.252,1
DEV00564,USR00564,ChromeOS Laptop,Android 12,1.162.203.244,0
DEV00565,USR00565,iPad,iOS 15,115.234.100.6,1
DEV00566,USR00566,Android Tablet,Windows 8,246.101.104.5,1
DEV00567,USR00567,Android Mobile,macOS Monterey,231.240.61.90,0
DEV00568,USR00568,Android Tablet,macOS Sonoma,202.3.225.46,1
DEV00569,USR00569,MacBook,ChromeOS,12.171.233.62,1
DEV00570,USR00570,ChromeOS Laptop,iOS 17,66.225.149.48,1
DEV00571,USR00571,MacBook,iOS 15,82.142.94.68,1
DEV00572,USR00572,Android Tablet,iOS 16,175.154.105.78,0
DEV00573,USR00573,Windows Desktop,Windows 8,8.171.3.187,0
DEV00574,USR00574,Android Tablet,Linux Ubuntu,154.102.72.92,1
DEV00575,USR00575,iPhone,macOS Ventura,236.43.188.83,1
DEV00576,USR00576,Windows Desktop,Android 12,72.183.6.35,1
DEV00577,USR00577,iPad,Linux Fedora,144.138.66.166,1
DEV00578,USR00578,Android Tablet,ChromeOS,187.130.146.53,0
DEV00579,USR00579,Windows Laptop,iOS 16,170.190.213.144,0
DEV00580,USR00580,Linux Desktop,iOS 17,60.137.253.15,0
DEV00581,USR00581,Linux Desktop,iOS 17,20.244.76.135,0
DEV00582,USR00582,Windows Laptop,Windows 8,171.193.84.1,0
DEV00583,USR00583,ChromeOS Laptop,iOS 16,188.232.233.173,0
DEV00584,USR00584,Windows Desktop,iOS 16,18.181.174.34,1
DEV00585,USR00585,Windows Desktop,Android 13,231.39.12.226,0
DEV00586,USR00586,Android Mobile,Android 14,72.77.224.4,0
DEV00587,USR00587,Linux Desktop,iOS 15,25.33.136.200,0
DEV00588,USR00588,ChromeOS Laptop,Windows 10,208.21.7.126,1
DEV00589,USR00589,Android Mobile,Android 12,246.81.199.106,0
DEV00590,USR00590,Windows Desktop,ChromeOS,152.211.104.67,1
DEV00591,USR00591,Android Mobile,Android 13,91.5.211.57,1
DEV00592,USR00592,Android Tablet,Windows 8,188.201.3.48,0
DEV00593,USR00593,ChromeOS Laptop,ChromeOS,108.139.111.116,0
DEV00594,USR00594,Android Mobile,macOS Monterey,241.19.180.136,1
DEV00595,USR00595,iPad,macOS Monterey,203.149.87.49,0
DEV00596,USR00596,Android Tablet,Android 12,20.52.172.17,1
DEV00597,USR00597,ChromeOS Laptop,Linux Ubuntu,182.193.36.50,0
DEV00598,USR00598,ChromeOS Laptop,iOS 16,161.114.27.117,1
DEV00599,USR00599,Linux Desktop,iOS 17,102.177.99.129,0
DEV00600,USR00600,Windows Laptop,iOS 15,90.189.240.47,1
DEV00601,USR00601,Android Tablet,Android 12,103.145.22.118,0
DEV00602,USR00602,Linux Desktop,Linux Ubuntu,11.76.237.167,1
DEV00603,USR00603,Android Tablet,macOS Sonoma,59.52.30.189,1
DEV00604,USR00604,Unknown Device,Windows 11,156.108.63.135,0
DEV00605,USR00605,iPad,macOS Ventura,30.121.46.233,1
DEV00606,USR00606,iPad,macOS Sonoma,167.160.89.79,1
DEV00607,USR00607,Windows Laptop,iOS 15,91.84.187.80,0
DEV00608,USR00608,Android Mobile,Android 13,22.235.150.253,1
DEV00609,USR00609,iPhone,macOS Ventura,202.59.3.18,1
DEV00610,USR00610,Windows Laptop,Android 12,165.90.204.24,0
DEV00611,USR00611,Unknown Device,iOS 16,21.1.39.220,0
DEV00612,USR00612,Windows Desktop,macOS Monterey,173.134.221.15,0
DEV00613,USR00613,iPhone,macOS Monterey,3.39.165.206,0
DEV00614,USR00614,Android Tablet,Windows 10,149.41.65.171,0
DEV00615,USR00615,ChromeOS Laptop,Android 13,5.101.161.120,0
DEV00616,USR00616,Windows Laptop,macOS Ventura,230.8.41.61,0
DEV00617,USR00617,iPad,Windows 10,72.108.60.63,1
DEV00618,USR00618,ChromeOS Laptop,macOS Sonoma,160.59.149.57,1
DEV00619,USR00619,Unknown Device,macOS Monterey,72.73.4.81,1
DEV00620,USR00620,Windows Laptop,Windows 11,142.5.74.104,0
DEV00621,USR00621,iPhone,Windows 8,188.79.64.4,0
DEV00622,USR00622,Windows Desktop,iOS 15,49.38.83.95,1
DEV00623,USR00623,iPhone,macOS Monterey,152.165.116.30,1
DEV00624,USR00624,Linux Desktop,Android 12,148.198.99.49,0
DEV00625,USR00625,Android Mobile,Windows 11,120.144.244.68,0
DEV00626,USR00626,Windows Desktop,Linux Ubuntu,188.94.189.176,1
DEV00627,USR00627,Android Tablet,Linux Fedora,72.188.210.99,0
DEV00628,USR00628,Android Tablet,Windows 11,255.57.239.193,0
DEV00629,USR00629,iPhone,Android 12,174.64.114.116,0
DEV00630,USR00630,Windows Laptop,Android 14,255.111.124.125,1
DEV00631,USR00631,Android Tablet,Windows 8,87.55.16.1,0
DEV00632,USR00632,Android Mobile,Android 14,185.207.214.4,1
DEV00633,USR00633,Windows Desktop,Windows 11,213.118.66.91,1
DEV00634,USR00634,iPad,iOS 16,100.236.20.136,0
DEV00635,USR00635,iPad,iOS 16,168.183.166.77,1
DEV00636,USR00636,Windows Desktop,iOS 16,254.193.170.32,1
DEV00637,USR00637,Windows Laptop,macOS Ventura,43.199.115.227,0
DEV00638,USR00638,Windows Desktop,Linux Fedora,158.139.253.51,1
DEV00639,USR00639,Android Mobile,Linux Fedora,136.85.84.88,1
DEV00640,USR00640,iPad,Android 13,9.167.211.115,1
DEV00641,USR00641,iPhone,macOS Ventura,248.137.70.12,1
DEV00642,USR00642,Android Tablet,macOS Ventura,49.6.22.215,0
DEV00643,USR00643,Windows Laptop,Windows 8,7.128.80.54,1
DEV00644,USR00644,Linux Desktop,macOS Sonoma,137.232.51.180,1
DEV00645,USR00645,Unknown Device,Linux Fedora,133.207.118.12,0
DEV00646,USR00646,Linux Desktop,macOS Monterey,160.157.111.169,0
DEV00647,USR00647,Unknown Device,macOS Sonoma,61.124.218.192,1
DEV00648,USR00648,MacBook,macOS Monterey,246.252.144.221,1
DEV00649,USR00649,iPhone,Windows 10,239.195.65.69,1
DEV00650,USR00650,Android Tablet,macOS Sonoma,227.53.146.142,1
DEV00651,USR00651,Windows Desktop,iOS 15,100.73.106.48,0
DEV00652,USR00652,Android Tablet,ChromeOS,65.246.204.167,0
DEV00653,USR00653,Windows Laptop,ChromeOS,213.50.76.122,0
DEV00654,USR00654,Android Mobile,iOS 15,69.222.141.156,0
DEV00655,USR00655,Windows Laptop,iOS 17,27.17.118.176,0
DEV00656,USR00656,Windows Laptop,iOS 15,8.195.225.184,1
DEV00657,USR00657,Linux Desktop,macOS Monterey,155.137.67.1,1
DEV00658,USR00658,Windows Desktop,Linux Ubuntu,11.129.229.220,1
DEV00659,USR00659,Unknown Device,iOS 15,251.239.97.50,0
DEV00660,USR00660,ChromeOS Laptop,Linux Ubuntu,115.208.88.137,0
DEV00661,USR00661,Android Tablet,iOS 15,64.127.221.250,0
DEV00662,USR00662,Android Mobile,Android 14,25.141.3.106,1
DEV00663,USR00663,ChromeOS Laptop,Android 14,195.86.164.31,1
DEV00664,USR00664,iPhone,Windows 11,39.44.59.6,1
DEV00665,USR00665,iPhone,Linux Fedora,36.103.219.36,1
DEV00666,USR00666,Linux Desktop,Android 12,83.94.70.111,0
DEV00667,USR00667,Unknown Device,iOS 17,35.125.254.214,1
DEV00668,USR00668,iPad,ChromeOS,79.239.215.184,1
DEV00669,USR00669,iPad,Windows 10,82.167.111.97,1
DEV00670,USR00670,Linux Desktop,Linux Fedora,7.225.85.231,1
DEV00671,USR00671,ChromeOS Laptop,Linux Fedora,172.68.72.184,1
DEV00672,USR00672,Unknown Device,macOS Ventura,172.22.175.26,1
DEV00673,USR00673,iPhone,Android 12,183.26.112.59,1
DEV00674,USR00674,iPhone,Windows 10,68.136.83.149,0
DEV00675,USR00675,Windows Desktop,Linux Ubuntu,85.217.46.57,0
DEV00676,USR00676,iPhone,Android 12,14.99.85.251,0
DEV00677,USR00677,Android Tablet,macOS Ventura,46.10.18.249,1
DEV00678,USR00678,MacBook,macOS Monterey,13.103.14.79,0
DEV00679,USR00679,Android Tablet,Android 13,138.120.11.166,0
DEV00680,USR00680,MacBook,macOS Monterey,20.166.100.14,1
DEV00681,USR00681,Android Mobile,Android 14,46.133.124.210,0
DEV00682,USR00682,iPhone,macOS Sonoma,232.36.74.89,1
DEV00683,USR00683,Android Mobile,ChromeOS,178.55.203.228,1
DEV00684,USR00684,ChromeOS Laptop,Android 14,178.251.94.86,1
DEV00685,USR00685,ChromeOS Laptop,Linux Ubuntu,169.1.143.124,1
DEV00686,USR00686,ChromeOS Laptop,Linux Ubuntu,94.165.157.85,1
DEV00687,USR00687,Windows Laptop,iOS 15,117.59.76.38,1
DEV00688,USR00688,iPhone,Linux Fedora,21.25.88.219,0
DEV00689,USR00689,iPhone,Android 14,68.87.161.105,0
DEV00690,USR00690,ChromeOS Laptop,Windows 11,66.228.23.54,0
DEV00691,USR00691,ChromeOS Laptop,Android 12,25.19.143.63,0
DEV00692,USR00692,iPhone,Windows 8,241.164.206.38,1
DEV00693,USR00693,MacBook,iOS 16,212.63.235.186,1
DEV00694,USR00694,iPad,macOS Ventura,215.54.125.204,0
DEV00695,USR00695,Unknown Device,macOS Ventura,43.116.97.17,0
DEV00696,USR00696,ChromeOS Laptop,Windows 8,227.181.96.61,1
DEV00697,USR00697,ChromeOS Laptop,Android 14,59.84.164.22,0
DEV00698,USR00698,iPad,macOS Monterey,72.184.243.185,0
DEV00699,USR00699,iPad,macOS Ventura,67.90.13.52,1
DEV00700,USR00700,Android Tablet,iOS 17,15.147.216.35,1
DEV00701,USR00701,Android Mobile,Windows 8,210.12.90.27,0
DEV00702,USR00702,Linux Desktop,Linux Fedora,173.96.45.160,0
DEV00703,USR00703,MacBook,macOS Ventura,222.187.18.248,1
DEV00704,USR00704,Android Tablet,Windows 10,83.88.233.79,0
DEV00705,USR00705,Unknown Device,Linux Ubuntu,26.140.54.72,0
DEV00706,USR00706,Windows Desktop,Linux Ubuntu,97.43.78.194,0
DEV00707,USR00707,iPad,macOS Sonoma,42.66.227.19,1
DEV00708,USR00708,MacBook,iOS 17,113.251.69.215,0
DEV00709,USR00709,iPhone,Windows 10,40.178.5.112,1
DEV00710,USR00710,Windows Laptop,Windows 8,79.234.254.130,0
DEV00711,USR00711,ChromeOS Laptop,macOS Monterey,63.238.158.178,1
DEV00712,USR00712,MacBook,Windows 10,192.154.36.152,0
DEV00713,USR00713,Linux Desktop,Android 13,206.229.199.237,0
DEV00714,USR00714,MacBook,Linux Fedora,78.42.21.139,1
DEV00715,USR00715,iPad,Linux Fedora,212.78.126.44,1
DEV00716,USR00716,Android Mobile,macOS Ventura,34.89.213.222,1
DEV00717,USR00717,Windows Laptop,Linux Ubuntu,22.219.95.230,1
DEV00718,USR00718,Linux Desktop,iOS 16,219.234.174.160,0
DEV00719,USR00719,iPhone,Android 12,50.14.58.186,1
DEV00720,USR00720,MacBook,iOS 16,213.33.240.86,0
DEV00721,USR00721,MacBook,macOS Ventura,36.168.182.57,0
DEV00722,USR00722,Android Tablet,Linux Ubuntu,69.182.216.116,1
DEV00723,USR00723,Windows Laptop,macOS Ventura,173.56.130.114,1
DEV00724,USR00724,Unknown Device,Windows 11,7.115.117.50,1
DEV00725,USR00725,MacBook,Windows 11,130.12.22.183,0
DEV00726,USR00726,Android Tablet,iOS 16,249.175.95.74,1
DEV00727,USR00727,Linux Desktop,Linux Ubuntu,97.61.174.245,0
DEV00728,USR00728,iPhone,Windows 10,213.198.196.239,0
DEV00729,USR00729,MacBook,macOS Sonoma,116.7.81.241,0
DEV00730,USR00730,MacBook,Android 13,209.36.52.112,0
DEV00731,USR00731,iPhone,iOS 16,172.106.219.117,1
DEV00732,USR00732,iPhone,iOS 16,17.165.251.174,1
DEV00733,USR00733,ChromeOS Laptop,iOS 17,70.10.158.213,0
DEV00734,USR00734,iPad,Windows 11,202.31.223.254,0
DEV00735,USR00735,Linux Desktop,Windows 8,7.139.62.185,0
DEV00736,USR00736,Windows Laptop,Windows 11,183.57.227.223,0
DEV00737,USR00737,MacBook,Windows 11,252.197.16.239,1
DEV00738,USR00738,Linux Desktop,Android 13,103.76.157.76,0
DEV00739,USR00739,Linux Desktop,Windows 10,85.135.19.129,1
DEV00740,USR00740,iPad,iOS 15,4.240.207.45,0
DEV00741,USR00741,iPhone,macOS Monterey,155.85.49.115,0
DEV00742,USR00742,MacBook,Windows 10,79.82.18.85,0
DEV00743,USR00743,ChromeOS Laptop,macOS Ventura,97.224.6.190,1
DEV00744,USR00744,MacBook,Windows 11,111.76.206.195,1
DEV00745,USR00745,Windows Laptop,macOS Sonoma,51.232.84.37,1
DEV00746,USR00746,Unknown Device,Linux Fedora,178.166.104.41,0
DEV00747,USR00747,iPad,Windows 11,187.26.214.113,1
DEV00748,USR00748,Windows Desktop,Android 12,178.81.228.164,1
DEV00749,USR00749,Android Tablet,macOS Monterey,19.205.174.60,0
DEV00750,USR00750,Linux Desktop,ChromeOS,198.244.196.240,1
DEV00751,USR00751,Windows Laptop,macOS Sonoma,214.123.135.78,0
DEV00752,USR00752,Linux Desktop,Windows 10,234.68.28.246,1
DEV00753,USR00753,iPad,Android 13,253.200.46.147,0
DEV00754,USR00754,MacBook,Android 14,193.166.28.185,1
DEV00755,USR00755,Unknown Device,Windows 10,6.216.158.124,0
DEV00756,USR00756,Android Tablet,Linux Fedora,12.136.14.53,0
DEV00757,USR00757,ChromeOS Laptop,Linux Ubuntu,123.154.36.11,1
DEV00758,USR00758,ChromeOS Laptop,iOS 17,60.20.62.191,1
DEV00759,USR00759,Android Mobile,Linux Fedora,142.100.130.14,1
DEV00760,USR00760,Unknown Device,Android 13,190.249.105.248,1
DEV00761,USR00761,Windows Laptop,Linux Fedora,8.211.77.30,0
DEV00762,USR00762,Android Mobile,Android 12,221.227.120.139,0
DEV00763,USR00763,iPad,Windows 11,53.103.117.150,1
DEV00764,USR00764,Windows Laptop,macOS Ventura,232.164.223.233,0
DEV00765,USR00765,iPad,macOS Sonoma,90.131.84.139,0
DEV00766,USR00766,ChromeOS Laptop,Windows 8,206.85.174.174,1
DEV00767,USR00767,ChromeOS Laptop,Linux Fedora,56.215.224.203,1
DEV00768,USR00768,Android Mobile,Android 13,61.210.44.67,1
DEV00769,USR00769,iPhone,Windows 10,208.50.3.24,0
DEV00770,USR00770,Windows Laptop,macOS Sonoma,113.130.94.69,0
DEV00771,USR00771,Android Mobile,ChromeOS,151.219.239.12,1
DEV00772,USR00772,Android Tablet,Windows 11,116.19.190.151,1
DEV00773,USR00773,iPad,Linux Fedora,11.96.222.101,0
DEV00774,USR00774,Unknown Device,ChromeOS,69.137.191.194,0
DEV00775,USR00775,Unknown Device,Windows 8,31.153.31.206,1
DEV00776,USR00776,Windows Laptop,Windows 10,221.92.17.193,1
DEV00777,USR00777,ChromeOS Laptop,Windows 10,95.229.218.244,1
DEV00778,USR00778,Windows Laptop,Windows 10,154.177.224.116,1
DEV00779,USR00779,Unknown Device,macOS Sonoma,116.159.248.67,1
DEV00780,USR00780,Android Mobile,Android 12,76.46.124.222,0
